Latitude,Longitude,2 metre temperature
45.18000000000031,13.039999999999814,28.445336914062523
45.18000000000031,13.059999999999814,28.422875976562523
45.18000000000031,13.079999999999814,28.410180664062523
45.18000000000031,13.099999999999811,28.410180664062523
45.18000000000031,13.119999999999813,28.436547851562523
45.18000000000031,13.139999999999812,28.436547851562523
45.18000000000031,13.159999999999812,28.481469726562523
45.18000000000031,13.179999999999811,28.481469726562523
45.18000000000031,13.199999999999813,28.545922851562523
45.18000000000031,13.21999999999981,28.545922851562523
45.18000000000031,13.23999999999981,28.565454101562523
45.18000000000031,13.25999999999981,28.565454101562523
45.18000000000031,13.27999999999981,28.555688476562523
45.18000000000031,13.299999999999809,28.555688476562523
45.18000000000031,13.319999999999808,28.598657226562523
45.18000000000031,13.339999999999808,28.579125976562523
45.18000000000031,13.359999999999808,28.678735351562523
45.18000000000031,13.379999999999807,28.781274414062523
45.18000000000031,13.399999999999809,28.781274414062523
45.18000000000031,13.419999999999806,28.702172851562523
45.18000000000031,13.439999999999806,28.781274414062523
45.18000000000031,13.459999999999804,28.443383789062523
45.18000000000031,13.479999999999803,28.443383789062523
45.18000000000031,13.499999999999805,28.319360351562523
45.18000000000031,13.519999999999804,28.128930664062523
45.18000000000031,13.539999999999804,27.985375976562523
45.18000000000031,13.559999999999803,27.723657226562523
45.18000000000031,13.579999999999805,28.553735351562523
45.18000000000031,13.599999999999802,29.343774414062523
45.18000000000031,13.619999999999802,32.24611816406252
45.18000000000031,13.639999999999802,34.09182128906252
45.18000000000031,13.6599999999998,33.60939941406252
45.18000000000031,13.6799999999998,32.85354003906252
45.18000000000031,13.6999999999998,32.85354003906252
45.18000000000031,13.7199999999998,32.63479003906252
45.18000000000031,13.7399999999998,32.33303222656252
45.18000000000031,13.7599999999998,31.970727539062523
45.18000000000031,13.7799999999998,31.876000976562523
45.18000000000031,13.799999999999798,31.277368164062523
45.18000000000031,13.819999999999798,31.149438476562523
45.18000000000031,13.839999999999796,31.426782226562523
45.18000000000031,13.859999999999795,30.953149414062523
