Latitude,Longitude,2 metre temperature
45.02000000000029,12.979999999999816,27.310937500000023
45.02000000000029,12.999999999999815,27.310937500000023
45.02000000000029,13.019999999999817,27.3159118652344
45.02000000000029,13.039999999999814,27.3159118652344
45.02000000000029,13.059999999999814,27.3349548339844
45.02000000000029,13.079999999999814,27.3486267089844
45.02000000000029,13.099999999999811,27.371026611328148
45.02000000000029,13.119999999999813,27.346124267578148
45.02000000000029,13.139999999999812,27.342218017578148
45.02000000000029,13.159999999999812,27.313409423828148
45.02000000000029,13.179999999999811,27.313409423828148
45.02000000000029,13.199999999999813,27.275811767578148
45.02000000000029,13.21999999999981,27.275811767578148
45.02000000000029,13.23999999999981,27.250909423828148
45.02000000000029,13.25999999999981,27.210382080078148
45.02000000000029,13.27999999999981,27.315850830078148
45.02000000000029,13.299999999999809,27.315850830078148
45.02000000000029,13.319999999999808,27.326379394531276
45.02000000000029,13.339999999999808,27.317590332031276
45.02000000000029,13.359999999999808,27.341516113281276
45.02000000000029,13.379999999999807,27.2446228027344
45.02000000000029,13.399999999999809,27.1352478027344
45.02000000000029,13.419999999999806,27.0161071777344
45.02000000000029,13.439999999999806,27.0161071777344
45.02000000000029,13.459999999999804,26.9267517089844
45.02000000000029,13.479999999999803,26.9267517089844
45.02000000000029,13.499999999999805,26.714776611328148
45.02000000000029,13.519999999999804,26.714776611328148
45.02000000000029,13.539999999999804,26.402764892578148
45.02000000000029,13.559999999999803,26.402764892578148
45.02000000000029,13.579999999999805,26.154718017578148
45.02000000000029,13.599999999999802,26.154718017578148
45.02000000000029,13.619999999999802,25.794213867187523
45.02000000000029,13.639999999999802,24.948999023437523
45.02000000000029,13.6599999999998,24.948999023437523
45.02000000000029,13.6799999999998,22.641870117187523
45.02000000000029,13.6999999999998,22.641870117187523
45.02000000000029,13.7199999999998,19.810754394531276
45.02000000000029,13.7399999999998,20.430871582031276
45.02000000000029,13.7599999999998,20.821405029296898
45.02000000000029,13.7799999999998,20.821405029296898
45.02000000000029,13.799999999999798,21.298455810546898
45.02000000000029,13.819999999999798,21.298455810546898
45.02000000000029,13.839999999999796,21.826287841796898
45.02000000000029,13.859999999999795,22.410760498046898
45.02000000000029,13.879999999999797,22.740991210937523
45.02000000000029,13.899999999999796,22.981164550781276
45.02000000000029,13.919999999999796,22.981164550781276
45.02000000000029,13.939999999999795,22.975701904296898
45.02000000000029,13.959999999999797,22.975701904296898
45.02000000000029,13.979999999999794,22.995721435546898
45.02000000000029,13.999999999999794,22.995721435546898
45.02000000000029,14.019999999999794,24.686730957031276
45.02000000000029,14.039999999999791,24.686730957031276
45.02000000000029,14.059999999999793,22.674035644531276
45.02000000000029,14.079999999999792,24.171594238281276
45.02000000000029,14.099999999999792,26.656030273437523
45.02000000000029,14.119999999999791,25.455346679687523
45.02000000000029,14.139999999999793,25.246850585937523
45.02000000000029,14.15999999999979,27.918176269531276
45.02000000000029,14.17999999999979,27.918176269531276
45.02000000000029,14.19999999999979,26.952661132812523
45.02000000000029,14.21999999999979,26.755151367187523
45.02000000000029,14.239999999999789,26.923120117187523
45.02000000000029,14.259999999999788,26.944604492187523
45.02000000000029,14.279999999999788,26.723901367187523
45.02000000000029,14.299999999999788,26.803979492187523
45.02000000000029,14.319999999999787,26.284448242187523
45.02000000000029,14.339999999999788,26.643457031250023
45.02000000000029,14.359999999999786,27.105676269531276
45.02000000000029,14.379999999999786,25.398553466796898
45.02000000000029,14.399999999999784,26.048547363281276
45.02000000000029,14.419999999999783,26.928918457031276
45.02000000000029,14.439999999999785,26.644311523437523
45.02000000000029,14.459999999999784,24.995812988281276
45.02000000000029,14.479999999999784,24.663781738281276
45.02000000000029,14.499999999999783,24.928918457031276
45.02000000000029,14.519999999999785,26.219934082031276
45.02000000000029,14.539999999999782,26.371301269531276
45.02000000000029,14.559999999999782,27.461633300781276
45.02000000000029,14.579999999999782,26.230676269531276
45.02000000000029,14.59999999999978,26.248254394531276
45.02000000000029,14.61999999999978,26.288781738281276
45.02000000000029,14.63999999999978,26.288781738281276
45.02000000000029,14.65999999999978,26.085168457031276
45.02000000000029,14.67999999999978,26.085168457031276
45.02000000000029,14.69999999999978,25.483117675781276
45.02000000000029,14.71999999999978,25.334191894531276
45.02000000000029,14.739999999999778,25.585656738281276
45.02000000000029,14.759999999999778,27.836358642578148
45.02000000000029,14.779999999999776,27.924737548828148
45.02000000000029,14.799999999999775,26.831475830078148
45.02000000000029,14.819999999999776,26.881982421875023
45.02000000000029,14.839999999999776,25.806787109375023
45.02000000000029,14.859999999999776,25.806787109375023
45.02000000000029,14.879999999999775,27.449426269531276
45.02000000000029,14.899999999999777,27.449426269531276
45.02000000000029,14.919999999999774,23.304467773437523
45.02000000000029,14.939999999999774,23.304467773437523
45.02000000000029,14.959999999999772,20.545190429687523
45.02000000000029,14.979999999999771,19.451928710937523
45.02000000000029,14.999999999999773,18.449975585937523
45.02000000000029,15.019999999999772,17.938195800781273
45.02000000000029,15.039999999999772,17.938195800781273
45.02000000000029,15.059999999999771,17.884393310546898
45.02000000000029,15.079999999999773,17.884393310546898
45.02000000000029,15.09999999999977,17.459100341796898
45.02000000000029,15.11999999999977,17.459100341796898
45.02000000000029,15.13999999999977,16.579858398437523
45.02000000000029,15.15999999999977,16.579858398437523
45.02000000000029,15.179999999999769,16.818078613281273
45.02000000000029,15.199999999999768,16.818078613281273
45.02000000000029,15.219999999999768,17.551965332031273
45.02000000000029,15.239999999999768,17.904992675781273
45.02000000000029,15.259999999999769,17.904992675781273
45.02000000000029,15.279999999999768,17.868371582031273
45.02000000000029,15.299999999999766,17.868371582031273
45.02000000000029,15.319999999999766,19.257043457031276
45.02000000000029,15.339999999999764,19.257043457031276
45.02000000000029,15.359999999999763,17.259973144531273
45.02000000000029,15.379999999999765,17.259973144531273
45.02000000000029,15.399999999999764,18.310754394531276
45.02000000000029,15.419999999999764,17.288690185546898
45.02000000000029,15.439999999999763,15.343957519531273
45.02000000000029,15.459999999999765,14.158410644531273
45.02000000000029,15.479999999999762,15.004602050781273
45.02000000000029,15.499999999999762,18.110559082031276
45.02000000000029,15.519999999999762,19.649682617187523
45.02000000000029,15.53999999999976,20.051477050781276
45.02000000000029,15.55999999999976,20.051477050781276
45.02000000000029,15.57999999999976,18.848352050781276
45.02000000000029,15.59999999999976,19.823449707031276
45.02000000000029,15.61999999999976,19.828820800781276
45.02000000000029,15.63999999999976,20.039758300781276
45.02000000000029,15.65999999999976,19.584191894531276
45.02000000000029,15.679999999999758,18.698937988281276
45.02000000000029,15.699999999999758,17.859094238281273
45.02000000000029,15.719999999999756,17.200402832031273
45.02000000000029,15.739999999999757,18.216516113281276
45.02000000000029,15.759999999999756,16.844934082031273
45.02000000000029,15.779999999999756,16.322473144531273
45.02000000000029,15.799999999999756,16.435662841796898
45.02000000000029,15.819999999999755,16.842401123046898
45.02000000000029,15.839999999999756,17.587518310546898
45.02000000000029,15.859999999999754,17.836145019531273
45.02000000000029,15.879999999999754,18.154016113281276
45.02000000000029,15.899999999999752,18.154016113281276
45.02000000000029,15.919999999999751,19.102258300781276
45.02000000000029,15.939999999999753,19.464562988281276
45.02000000000029,15.959999999999752,19.973352050781276
45.02000000000029,15.979999999999752,19.973352050781276
45.02000000000029,15.999999999999751,19.753625488281276
45.02000000000029,16.01999999999975,19.608605957031276
45.02000000000029,16.03999999999975,20.259484863281276
45.02000000000029,16.05999999999975,20.304467773437523
45.02000000000029,16.07999999999975,20.304467773437523
45.02000000000029,16.09999999999975,18.729272460937523
45.02000000000029,16.11999999999975,18.729272460937523
45.02000000000029,16.13999999999975,20.237512207031276
45.02000000000029,16.159999999999748,20.237512207031276
45.02000000000029,16.179999999999747,20.005090332031276
45.02000000000029,16.199999999999747,20.005090332031276
45.02000000000029,16.219999999999747,18.307824707031276
45.02000000000029,16.239999999999746,18.307824707031276
45.02000000000029,16.259999999999746,18.950891113281276
45.02000000000029,16.279999999999745,18.301477050781276
45.02000000000029,16.299999999999745,18.301477050781276
45.02000000000029,16.319999999999744,17.114862060546898
45.02000000000029,16.339999999999744,17.552850341796898
45.02000000000029,16.359999999999744,17.922082519531273
45.02000000000029,16.379999999999743,17.922082519531273
45.02000000000029,16.399999999999743,17.953820800781273
45.02000000000029,16.419999999999742,18.177941894531276
45.02000000000029,16.439999999999742,17.844934082031273
45.02000000000029,16.45999999999974,17.079309082031273
45.02000000000029,16.47999999999974,17.425012207031273
45.02000000000029,16.49999999999974,17.549523925781273
45.02000000000029,16.51999999999974,17.549523925781273
45.02000000000029,16.53999999999974,17.317590332031273
45.02000000000029,16.55999999999974,17.317590332031273
45.02000000000029,16.57999999999974,17.348352050781273
45.02000000000029,16.59999999999974,17.572961425781273
45.02000000000029,16.619999999999738,18.142297363281276
45.02000000000029,16.639999999999738,17.572961425781273
45.02000000000029,16.659999999999737,18.837609863281276
45.02000000000029,16.679999999999737,18.712609863281276
45.02000000000029,16.699999999999736,19.595422363281276
45.02000000000029,16.719999999999736,19.595422363281276
45.02000000000029,16.739999999999736,20.833215332031276
45.02000000000029,16.759999999999735,21.529565429687523
45.02000000000029,16.779999999999735,21.508020019531276
45.02000000000029,16.799999999999734,21.758020019531276
45.04000000000029,12.979999999999816,27.273828125000023
45.04000000000029,12.999999999999815,27.3134704589844
45.04000000000029,13.019999999999817,27.3134704589844
45.04000000000029,13.039999999999814,27.3090759277344
45.04000000000029,13.059999999999814,27.2871032714844
45.04000000000029,13.079999999999814,27.3266540527344
45.04000000000029,13.099999999999811,27.3266540527344
45.04000000000029,13.119999999999813,27.313409423828148
45.04000000000029,13.139999999999812,27.313409423828148
45.04000000000029,13.159999999999812,27.277276611328148
45.04000000000029,13.179999999999811,27.277276611328148
45.04000000000029,13.199999999999813,27.242608642578148
45.04000000000029,13.21999999999981,27.194757080078148
45.04000000000029,13.23999999999981,27.194757080078148
45.04000000000029,13.25999999999981,27.236260986328148
45.04000000000029,13.27999999999981,27.236260986328148
45.04000000000029,13.299999999999809,27.311242675781276
45.04000000000029,13.319999999999808,27.269250488281276
45.04000000000029,13.339999999999808,27.279504394531276
45.04000000000029,13.359999999999808,27.279504394531276
45.04000000000029,13.379999999999807,27.2436462402344
45.04000000000029,13.399999999999809,27.2436462402344
45.04000000000029,13.419999999999806,27.1279235839844
45.04000000000029,13.439999999999806,27.0361267089844
45.04000000000029,13.459999999999804,26.9096618652344
45.04000000000029,13.479999999999803,26.6777282714844
45.04000000000029,13.499999999999805,26.6777282714844
45.04000000000029,13.519999999999804,26.511163330078148
45.04000000000029,13.539999999999804,26.511163330078148
45.04000000000029,13.559999999999803,25.962182617187523
45.04000000000029,13.579999999999805,25.962182617187523
45.04000000000029,13.599999999999802,25.153100585937523
45.04000000000029,13.619999999999802,25.153100585937523
45.04000000000029,13.639999999999802,23.907434082031276
45.04000000000029,13.6599999999998,23.997338867187523
45.04000000000029,13.6799999999998,22.516870117187523
45.04000000000029,13.6999999999998,20.862084960937523
45.04000000000029,13.7199999999998,20.708215332031276
45.04000000000029,13.7399999999998,20.430871582031276
