Latitude,Longitude
45.002,12.99300000000001
45.002,13.05000000000001
45.002,13.10700000000001
45.002,13.16400000000001
45.002,13.22100000000001
45.002,13.278000000000011
45.002,13.335000000000012
45.002,13.392000000000012
45.002,13.449000000000012
45.002,13.506000000000013
45.002,13.563000000000011
45.002,13.620000000000012
45.002,13.677000000000014
45.002,13.734000000000014
45.002,13.791000000000016
45.002,13.848000000000017
45.002,13.905000000000015
45.002,13.962000000000016
45.002,14.019000000000016
45.002,14.076000000000016
45.002,14.133000000000017
45.002,14.190000000000015
45.002,14.247000000000018
45.002,14.304000000000018
45.002,14.361000000000018
45.002,14.41800000000002
45.002,14.47500000000002
45.002,14.53200000000002
45.002,14.58900000000002
45.002,14.64600000000002
45.002,14.70300000000002
45.002,14.76000000000002
45.002,14.81700000000002
45.002,14.874000000000022
45.002,14.931000000000022
45.002,14.988000000000024
45.002,15.045000000000025
45.002,15.102000000000023
45.002,15.159000000000024
45.002,15.216000000000024
45.002,15.273000000000025
45.002,15.330000000000023
45.002,15.387000000000024
45.002,15.444000000000026
45.002,15.501000000000026
45.002,15.558000000000026
45.002,15.615000000000029
45.002,15.672000000000027
45.002,15.729000000000028
45.002,15.786000000000028
45.002,15.843000000000028
45.002,15.900000000000029
45.002,15.95700000000003
45.002,16.014000000000028
45.002,16.071000000000026
45.002,16.128000000000025
45.002,16.185000000000024
45.002,16.242000000000022
45.002,16.29900000000002
45.002,16.35600000000002
45.002,16.413000000000018
45.002,16.470000000000017
45.002,16.527000000000015
45.002,16.584000000000014
45.002,16.641000000000012
45.002,16.69800000000001
45.002,16.75500000000001
45.042,12.99300000000001
45.042,13.05000000000001
45.042,13.10700000000001
45.042,13.16400000000001
45.042,13.22100000000001
45.042,13.278000000000011
45.042,13.335000000000012
45.042,13.392000000000012
45.042,13.449000000000012
45.042,13.506000000000013
45.042,13.563000000000011
45.042,13.620000000000012
45.042,13.677000000000014
45.042,13.734000000000014
45.042,13.791000000000016
45.042,13.848000000000017
45.042,13.905000000000015
45.042,13.962000000000016
45.042,14.019000000000016
45.042,14.076000000000016
45.042,14.133000000000017
45.042,14.190000000000015
45.042,14.247000000000018
45.042,14.304000000000018
45.042,14.361000000000018
45.042,14.41800000000002
45.042,14.47500000000002
45.042,14.53200000000002
45.042,14.58900000000002
45.042,14.64600000000002
45.042,14.70300000000002
45.042,14.76000000000002
45.042,14.81700000000002
45.042,14.874000000000022
45.042,14.931000000000022
45.042,14.988000000000024
45.042,15.045000000000025
45.042,15.102000000000023
45.042,15.159000000000024
45.042,15.216000000000024
45.042,15.273000000000025
45.042,15.330000000000023
45.042,15.387000000000024
45.042,15.444000000000026
45.042,15.501000000000026
45.042,15.558000000000026
45.042,15.615000000000029
45.042,15.672000000000027
45.042,15.729000000000028
45.042,15.786000000000028
45.042,15.843000000000028
45.042,15.900000000000029
45.042,15.95700000000003
45.042,16.014000000000028
45.042,16.071000000000026
45.042,16.128000000000025
45.042,16.185000000000024
45.042,16.242000000000022
45.042,16.29900000000002
45.042,16.35600000000002
45.042,16.413000000000018
45.042,16.470000000000017
45.042,16.527000000000015
45.042,16.584000000000014
45.042,16.641000000000012
45.042,16.69800000000001
45.042,16.75500000000001
45.082,12.99300000000001
45.082,13.05000000000001
45.082,13.10700000000001
45.082,13.16400000000001
45.082,13.22100000000001
45.082,13.278000000000011
45.082,13.335000000000012
45.082,13.392000000000012
45.082,13.449000000000012
45.082,13.506000000000013
45.082,13.563000000000011
45.082,13.620000000000012
45.082,13.677000000000014
45.082,13.734000000000014
45.082,13.791000000000016
45.082,13.848000000000017
45.082,13.905000000000015
45.082,13.962000000000016
45.082,14.019000000000016
45.082,14.076000000000016
45.082,14.133000000000017
45.082,14.190000000000015
45.082,14.247000000000018
45.082,14.304000000000018
45.082,14.361000000000018
45.082,14.41800000000002
45.082,14.47500000000002
45.082,14.53200000000002
45.082,14.58900000000002
45.082,14.64600000000002
45.082,14.70300000000002
45.082,14.76000000000002
45.082,14.81700000000002
45.082,14.874000000000022
45.082,14.931000000000022
45.082,14.988000000000024
45.082,15.045000000000025
45.082,15.102000000000023
45.082,15.159000000000024
45.082,15.216000000000024
45.082,15.273000000000025
45.082,15.330000000000023
45.082,15.387000000000024
45.082,15.444000000000026
45.082,15.501000000000026
45.082,15.558000000000026
45.082,15.615000000000029
45.082,15.672000000000027
45.082,15.729000000000028
45.082,15.786000000000028
45.082,15.843000000000028
45.082,15.900000000000029
45.082,15.95700000000003
45.082,16.014000000000028
45.082,16.071000000000026
45.082,16.128000000000025
45.082,16.185000000000024
45.082,16.242000000000022
45.082,16.29900000000002
45.082,16.35600000000002
45.082,16.413000000000018
45.082,16.470000000000017
45.082,16.527000000000015
45.082,16.584000000000014
45.082,16.641000000000012
45.082,16.69800000000001
45.082,16.75500000000001
45.12199999999999,12.99300000000001
